structure_id,doping_run_id,curve_tag,gate_v,drain_v,drain_current
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,0.000000000000e+00,-9.743977430000e-13
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,2.000000000000e-02,2.516769230000e-02
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,4.000000000000e-02,4.923497330000e-02
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,6.000000000000e-02,7.225778850000e-02
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,8.000000000000e-02,9.429623500000e-02
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,1.000000000000e-01,1.154143430000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,1.200000000000e-01,1.356796150000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,1.400000000000e-01,1.551623230000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,1.600000000000e-01,1.739345660000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,1.800000000000e-01,1.920691590000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,2.000000000000e-01,2.096384180000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,2.200000000000e-01,2.267129450000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,2.400000000000e-01,2.433605000000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,2.600000000000e-01,2.596450450000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,2.800000000000e-01,2.756260200000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,3.000000000000e-01,2.913578660000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,3.200000000000e-01,3.068898110000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,3.400000000000e-01,3.222658810000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,3.600000000000e-01,3.375250920000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,3.800000000000e-01,3.527017820000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,4.000000000000e-01,3.678260310000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,4.200000000000e-01,3.829241070000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,4.400000000000e-01,3.980189340000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,4.600000000000e-01,4.131305280000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,4.800000000000e-01,4.282764000000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,5.000000000000e-01,4.434719210000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,5.200000000000e-01,4.587306370000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,5.400000000000e-01,4.740645370000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,5.600000000000e-01,4.894842900000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,5.800000000000e-01,5.049994350000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,6.000000000000e-01,5.206185440000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,6.200000000000e-01,5.363493640000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,6.400000000000e-01,5.521989240000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,6.600000000000e-01,5.681736360000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,6.800000000000e-01,5.842793690000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,7.000000000000e-01,6.005215190000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,7.200000000000e-01,6.169050590000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,7.400000000000e-01,6.334345930000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,7.600000000000e-01,6.501143860000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,7.800000000000e-01,6.669484050000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,8.000000000000e-01,6.839403430000e-01
L200T30,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,8.200000000000e-01,7.010936460000e-01
