structure_id,doping_run_id,curve_tag,gate_v,drain_v,drain_current
L300T30,B1e16SD1e19,IDVG_VD0P05,-5.000000000000e-01,5.000000000000e-02,3.005881400000e-08
L300T30,B1e16SD1e19,IDVG_VD0P05,-4.800000000000e-01,5.000000000000e-02,4.420071780000e-08
L300T30,B1e16SD1e19,IDVG_VD0P05,-4.600000000000e-01,5.000000000000e-02,6.517352120000e-08
L300T30,B1e16SD1e19,IDVG_VD0P05,-4.400000000000e-01,5.000000000000e-02,9.633999970000e-08
L300T30,B1e16SD1e19,IDVG_VD0P05,-4.200000000000e-01,5.000000000000e-02,1.427391290000e-07
L300T30,B1e16SD1e19,IDVG_VD0P05,-4.000000000000e-01,5.000000000000e-02,2.119263420000e-07
L300T30,B1e16SD1e19,IDVG_VD0P05,-3.800000000000e-01,5.000000000000e-02,3.152391390000e-07
L300T30,B1e16SD1e19,IDVG_VD0P05,-3.600000000000e-01,5.000000000000e-02,4.696951590000e-07
L300T30,B1e16SD1e19,IDVG_VD0P05,-3.400000000000e-01,5.000000000000e-02,7.008441190000e-07
L300T30,B1e16SD1e19,IDVG_VD0P05,-3.200000000000e-01,5.000000000000e-02,1.047037680000e-06
L300T30,B1e16SD1e19,IDVG_VD0P05,-3.000000000000e-01,5.000000000000e-02,1.565824830000e-06
L300T30,B1e16SD1e19,IDVG_VD0P05,-2.800000000000e-01,5.000000000000e-02,2.343495400000e-06
L300T30,B1e16SD1e19,IDVG_VD0P05,-2.600000000000e-01,5.000000000000e-02,3.509292010000e-06
L300T30,B1e16SD1e19,IDVG_VD0P05,-2.400000000000e-01,5.000000000000e-02,5.256477320000e-06
L300T30,B1e16SD1e19,IDVG_VD0P05,-2.200000000000e-01,5.000000000000e-02,7.873415970000e-06
L300T30,B1e16SD1e19,IDVG_VD0P05,-2.000000000000e-01,5.000000000000e-02,1.178910190000e-05
L300T30,B1e16SD1e19,IDVG_VD0P05,-1.800000000000e-01,5.000000000000e-02,1.763924650000e-05
L300T30,B1e16SD1e19,IDVG_VD0P05,-1.600000000000e-01,5.000000000000e-02,2.636101450000e-05
L300T30,B1e16SD1e19,IDVG_VD0P05,-1.400000000000e-01,5.000000000000e-02,3.932652560000e-05
L300T30,B1e16SD1e19,IDVG_VD0P05,-1.200000000000e-01,5.000000000000e-02,5.852655500000e-05
L300T30,B1e16SD1e19,IDVG_VD0P05,-1.000000000000e-01,5.000000000000e-02,8.681487580000e-05
