structure_id,doping_run_id,curve_tag,gate_v,drain_v,drain_current
L300T10,B1e16SD5e19,IDVG_VD0P05,-5.000000000000e-01,5.000000000000e-02,4.766702750000e-08
L300T10,B1e16SD5e19,IDVG_VD0P05,-4.800000000000e-01,5.000000000000e-02,8.279303980000e-08
L300T10,B1e16SD5e19,IDVG_VD0P05,-4.600000000000e-01,5.000000000000e-02,1.444987890000e-07
L300T10,B1e16SD5e19,IDVG_VD0P05,-4.400000000000e-01,5.000000000000e-02,2.532887640000e-07
L300T10,B1e16SD5e19,IDVG_VD0P05,-4.200000000000e-01,5.000000000000e-02,4.456896770000e-07
L300T10,B1e16SD5e19,IDVG_VD0P05,-4.000000000000e-01,5.000000000000e-02,7.868910750000e-07
L300T10,B1e16SD5e19,IDVG_VD0P05,-3.800000000000e-01,5.000000000000e-02,1.393365700000e-06
L300T10,B1e16SD5e19,IDVG_VD0P05,-3.600000000000e-01,5.000000000000e-02,2.473359490000e-06
L300T10,B1e16SD5e19,IDVG_VD0P05,-3.400000000000e-01,5.000000000000e-02,4.399275200000e-06
L300T10,B1e16SD5e19,IDVG_VD0P05,-3.200000000000e-01,5.000000000000e-02,7.836625470000e-06
L300T10,B1e16SD5e19,IDVG_VD0P05,-3.000000000000e-01,5.000000000000e-02,1.397281090000e-05
L300T10,B1e16SD5e19,IDVG_VD0P05,-2.800000000000e-01,5.000000000000e-02,2.491968360000e-05
L300T10,B1e16SD5e19,IDVG_VD0P05,-2.600000000000e-01,5.000000000000e-02,4.441308250000e-05
L300T10,B1e16SD5e19,IDVG_VD0P05,-2.400000000000e-01,5.000000000000e-02,7.900322550000e-05
L300T10,B1e16SD5e19,IDVG_VD0P05,-2.200000000000e-01,5.000000000000e-02,1.400115520000e-04
L300T10,B1e16SD5e19,IDVG_VD0P05,-2.000000000000e-01,5.000000000000e-02,2.465633330000e-04
L300T10,B1e16SD5e19,IDVG_VD0P05,-1.800000000000e-01,5.000000000000e-02,4.298193680000e-04
L300T10,B1e16SD5e19,IDVG_VD0P05,-1.600000000000e-01,5.000000000000e-02,7.377735590000e-04
L300T10,B1e16SD5e19,IDVG_VD0P05,-1.400000000000e-01,5.000000000000e-02,1.238288570000e-03
L300T10,B1e16SD5e19,IDVG_VD0P05,-1.200000000000e-01,5.000000000000e-02,2.015893780000e-03
L300T10,B1e16SD5e19,IDVG_VD0P05,-1.000000000000e-01,5.000000000000e-02,3.157975320000e-03
L300T10,B1e16SD5e19,IDVG_VD0P05,-8.000000000000e-02,5.000000000000e-02,4.731977620000e-03
L300T10,B1e16SD5e19,IDVG_VD0P05,-6.000000000000e-02,5.000000000000e-02,6.764718210000e-03
L300T10,B1e16SD5e19,IDVG_VD0P05,-4.000000000000e-02,5.000000000000e-02,9.236812630000e-03
L300T10,B1e16SD5e19,IDVG_VD0P05,-2.000000000000e-02,5.000000000000e-02,1.209432540000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,1.734723480000e-16,5.000000000000e-02,1.526784410000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,2.000000000000e-02,5.000000000000e-02,1.868823620000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,4.000000000000e-02,5.000000000000e-02,2.229506880000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,6.000000000000e-02,5.000000000000e-02,2.603910370000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,8.000000000000e-02,5.000000000000e-02,2.988165400000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,1.000000000000e-01,5.000000000000e-02,3.379282570000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,1.200000000000e-01,5.000000000000e-02,3.774965230000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,1.400000000000e-01,5.000000000000e-02,4.173449600000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,1.600000000000e-01,5.000000000000e-02,4.573378530000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,1.800000000000e-01,5.000000000000e-02,4.973705410000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,2.000000000000e-01,5.000000000000e-02,5.373621920000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,2.200000000000e-01,5.000000000000e-02,5.772503740000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,2.400000000000e-01,5.000000000000e-02,6.169869560000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,2.600000000000e-01,5.000000000000e-02,6.565350010000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,2.800000000000e-01,5.000000000000e-02,6.958663770000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,3.000000000000e-01,5.000000000000e-02,7.349599140000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,3.200000000000e-01,5.000000000000e-02,7.737999670000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,3.400000000000e-01,5.000000000000e-02,8.123752920000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,3.600000000000e-01,5.000000000000e-02,8.506781550000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,3.800000000000e-01,5.000000000000e-02,8.887036230000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,4.000000000000e-01,5.000000000000e-02,9.264490040000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,4.200000000000e-01,5.000000000000e-02,9.639133910000e-02
L300T10,B1e16SD5e19,IDVG_VD0P05,4.400000000000e-01,5.000000000000e-02,1.001097300000e-01
L300T10,B1e16SD5e19,IDVG_VD0P05,4.600000000000e-01,5.000000000000e-02,1.038002380000e-01
L300T10,B1e16SD5e19,IDVG_VD0P05,4.800000000000e-01,5.000000000000e-02,1.074631150000e-01
L300T10,B1e16SD5e19,IDVG_VD0P05,5.000000000000e-01,5.000000000000e-02,1.110986860000e-01
L300T10,B1e16SD5e19,IDVG_VD0P05,5.200000000000e-01,5.000000000000e-02,1.147073270000e-01
L300T10,B1e16SD5e19,IDVG_VD0P05,5.400000000000e-01,5.000000000000e-02,1.182894560000e-01
L300T10,B1e16SD5e19,IDVG_VD0P05,5.600000000000e-01,5.000000000000e-02,1.218455220000e-01
L300T10,B1e16SD5e19,IDVG_VD0P05,5.800000000000e-01,5.000000000000e-02,1.253759970000e-01
