structure_id,doping_run_id,curve_tag,gate_v,drain_v,drain_current
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,0.000000000000e+00,8.306076400000e-13
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,2.000000000000e-02,4.172731240000e-02
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,4.000000000000e-02,8.185068180000e-02
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,6.000000000000e-02,1.204122020000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,8.000000000000e-02,1.574572390000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,1.000000000000e-01,1.930346910000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,1.200000000000e-01,2.271972000000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,1.400000000000e-01,2.600012950000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,1.600000000000e-01,2.915074390000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,1.800000000000e-01,3.217799530000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,2.000000000000e-01,3.508867900000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,2.200000000000e-01,3.788991340000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,2.400000000000e-01,4.058908260000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,2.600000000000e-01,4.319376060000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,2.800000000000e-01,4.571162070000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,3.000000000000e-01,4.815033320000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,3.200000000000e-01,5.051745920000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,3.400000000000e-01,5.282034590000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,3.600000000000e-01,5.506603140000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,3.800000000000e-01,5.726116630000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,4.000000000000e-01,5.941195440000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,4.200000000000e-01,6.152411630000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,4.400000000000e-01,6.360287390000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,4.600000000000e-01,6.565295450000e-01
L200T20,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,4.800000000000e-01,6.767860970000e-01
