structure_id,doping_run_id,curve_tag,gate_v,drain_v,drain_current
L400T10,B1e16SD1e20,IDVG_VD0P05,-5.000000000000e-01,5.000000000000e-02,7.638518180000e-09
L400T10,B1e16SD1e20,IDVG_VD0P05,-4.800000000000e-01,5.000000000000e-02,1.428564550000e-08
L400T10,B1e16SD1e20,IDVG_VD0P05,-4.600000000000e-01,5.000000000000e-02,2.676657600000e-08
L400T10,B1e16SD1e20,IDVG_VD0P05,-4.400000000000e-01,5.000000000000e-02,5.024223300000e-08
L400T10,B1e16SD1e20,IDVG_VD0P05,-4.200000000000e-01,5.000000000000e-02,9.444515270000e-08
L400T10,B1e16SD1e20,IDVG_VD0P05,-4.000000000000e-01,5.000000000000e-02,1.777559880000e-07
L400T10,B1e16SD1e20,IDVG_VD0P05,-3.800000000000e-01,5.000000000000e-02,3.349007670000e-07
L400T10,B1e16SD1e20,IDVG_VD0P05,-3.600000000000e-01,5.000000000000e-02,6.314684840000e-07
L400T10,B1e16SD1e20,IDVG_VD0P05,-3.400000000000e-01,5.000000000000e-02,1.191331080000e-06
L400T10,B1e16SD1e20,IDVG_VD0P05,-3.200000000000e-01,5.000000000000e-02,2.248272350000e-06
L400T10,B1e16SD1e20,IDVG_VD0P05,-3.000000000000e-01,5.000000000000e-02,4.242919050000e-06
L400T10,B1e16SD1e20,IDVG_VD0P05,-2.800000000000e-01,5.000000000000e-02,8.004008620000e-06
L400T10,B1e16SD1e20,IDVG_VD0P05,-2.600000000000e-01,5.000000000000e-02,1.508477670000e-05
L400T10,B1e16SD1e20,IDVG_VD0P05,-2.400000000000e-01,5.000000000000e-02,2.837973050000e-05
L400T10,B1e16SD1e20,IDVG_VD0P05,-2.200000000000e-01,5.000000000000e-02,5.323241730000e-05
L400T10,B1e16SD1e20,IDVG_VD0P05,-2.000000000000e-01,5.000000000000e-02,9.935514430000e-05
L400T10,B1e16SD1e20,IDVG_VD0P05,-1.800000000000e-01,5.000000000000e-02,1.839498050000e-04
L400T10,B1e16SD1e20,IDVG_VD0P05,-1.600000000000e-01,5.000000000000e-02,3.362086990000e-04
L400T10,B1e16SD1e20,IDVG_VD0P05,-1.400000000000e-01,5.000000000000e-02,6.023545960000e-04
L400T10,B1e16SD1e20,IDVG_VD0P05,-1.200000000000e-01,5.000000000000e-02,1.048011670000e-03
L400T10,B1e16SD1e20,IDVG_VD0P05,-1.000000000000e-01,5.000000000000e-02,1.752081580000e-03
L400T10,B1e16SD1e20,IDVG_VD0P05,-8.000000000000e-02,5.000000000000e-02,2.788235000000e-03
L400T10,B1e16SD1e20,IDVG_VD0P05,-6.000000000000e-02,5.000000000000e-02,4.200524680000e-03
L400T10,B1e16SD1e20,IDVG_VD0P05,-4.000000000000e-02,5.000000000000e-02,5.989334810000e-03
L400T10,B1e16SD1e20,IDVG_VD0P05,-2.000000000000e-02,5.000000000000e-02,8.117236000000e-03
L400T10,B1e16SD1e20,IDVG_VD0P05,1.734723480000e-16,5.000000000000e-02,1.052728560000e-02
L400T10,B1e16SD1e20,IDVG_VD0P05,2.000000000000e-02,5.000000000000e-02,1.316013410000e-02
L400T10,B1e16SD1e20,IDVG_VD0P05,4.000000000000e-02,5.000000000000e-02,1.596345450000e-02
L400T10,B1e16SD1e20,IDVG_VD0P05,6.000000000000e-02,5.000000000000e-02,1.889477890000e-02
L400T10,B1e16SD1e20,IDVG_VD0P05,8.000000000000e-02,5.000000000000e-02,2.192094650000e-02
L400T10,B1e16SD1e20,IDVG_VD0P05,1.000000000000e-01,5.000000000000e-02,2.501643830000e-02
L400T10,B1e16SD1e20,IDVG_VD0P05,1.200000000000e-01,5.000000000000e-02,2.816165830000e-02
L400T10,B1e16SD1e20,IDVG_VD0P05,1.400000000000e-01,5.000000000000e-02,3.134150230000e-02
L400T10,B1e16SD1e20,IDVG_VD0P05,1.600000000000e-01,5.000000000000e-02,3.454425970000e-02
L400T10,B1e16SD1e20,IDVG_VD0P05,1.800000000000e-01,5.000000000000e-02,3.776079460000e-02
L400T10,B1e16SD1e20,IDVG_VD0P05,2.000000000000e-01,5.000000000000e-02,4.098394140000e-02
L400T10,B1e16SD1e20,IDVG_VD0P05,2.200000000000e-01,5.000000000000e-02,4.420805650000e-02
