structure_id,doping_run_id,curve_tag,gate_v,drain_v,drain_current
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,0.000000000000e+00,9.944948470000e-13
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,2.000000000000e-02,4.598998920000e-02
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,4.000000000000e-02,9.042655790000e-02
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,6.000000000000e-02,1.333130050000e-01
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,8.000000000000e-02,1.746534430000e-01
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,1.000000000000e-01,2.144529670000e-01
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,1.200000000000e-01,2.527178500000e-01
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,1.400000000000e-01,2.894557610000e-01
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,1.600000000000e-01,3.246760150000e-01
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,1.800000000000e-01,3.583898540000e-01
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,2.000000000000e-01,3.906107670000e-01
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,2.200000000000e-01,4.213548360000e-01
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,2.400000000000e-01,4.506411280000e-01
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,2.600000000000e-01,4.784921130000e-01
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,2.800000000000e-01,5.049341040000e-01
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,3.000000000000e-01,5.299977180000e-01
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,3.200000000000e-01,5.537183170000e-01
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,3.400000000000e-01,5.761364160000e-01
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,3.600000000000e-01,5.972980110000e-01
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,3.800000000000e-01,6.172547650000e-01
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,4.000000000000e-01,6.360640070000e-01
L300T10,B1e16SD1e20,IDVD_VG1P0,5.000000000000e-01,4.200000000000e-01,6.537884660000e-01
