structure_id,doping_run_id,gate_width,oxide_thickness,bulk_doping,source_doping,drain_doping,status,return_code,elapsed_sec,ivpoint_count,idvd_csv,idvg_csv,idvd_points,idvg_points,stdout_log,stderr_log,work_dir,final_dat
L400T20,B1e16SD1e19,4.0e-5,2.0e-6,1.0e16,1.0e19,1.0e19,ok,0,198.413,303,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T20B1e16SD1e19_IdVd.csv,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T20B1e16SD1e19_IdVg.csv,101,202,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T20\logs\B1e16SD1e19.stdout.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T20\logs\B1e16SD1e19.stderr.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\_tmp_work\L400T20\B1e16SD1e19,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\final_fields\L400T20B1e16SD1e19_final.dat
L400T20,B1e16SD5e19,4.0e-5,2.0e-6,1.0e16,5.0e19,5.0e19,ok,0,166.037,303,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T20B1e16SD5e19_IdVd.csv,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T20B1e16SD5e19_IdVg.csv,101,202,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T20\logs\B1e16SD5e19.stdout.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T20\logs\B1e16SD5e19.stderr.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\_tmp_work\L400T20\B1e16SD5e19,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\final_fields\L400T20B1e16SD5e19_final.dat
L400T20,B1e16SD1e20,4.0e-5,2.0e-6,1.0e16,1.0e20,1.0e20,ok,0,149.969,303,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T20B1e16SD1e20_IdVd.csv,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T20B1e16SD1e20_IdVg.csv,101,202,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T20\logs\B1e16SD1e20.stdout.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T20\logs\B1e16SD1e20.stderr.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\_tmp_work\L400T20\B1e16SD1e20,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\final_fields\L400T20B1e16SD1e20_final.dat
L400T20,B5e16SD1e19,4.0e-5,2.0e-6,5.0e16,1.0e19,1.0e19,failed,1,51.968,101,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T20B5e16SD1e19_IdVd.csv,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T20B5e16SD1e19_IdVg.csv,101,0,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T20\logs\B5e16SD1e19.stdout.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T20\logs\B5e16SD1e19.stderr.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\_tmp_work\L400T20\B5e16SD1e19,.
L400T20,B5e16SD5e19,4.0e-5,2.0e-6,5.0e16,5.0e19,5.0e19,failed,1,48.923,101,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T20B5e16SD5e19_IdVd.csv,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T20B5e16SD5e19_IdVg.csv,101,0,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T20\logs\B5e16SD5e19.stdout.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T20\logs\B5e16SD5e19.stderr.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\_tmp_work\L400T20\B5e16SD5e19,.
L400T20,B5e16SD1e20,4.0e-5,2.0e-6,5.0e16,1.0e20,1.0e20,failed,1,50.065,101,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T20B5e16SD1e20_IdVd.csv,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T20B5e16SD1e20_IdVg.csv,101,0,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T20\logs\B5e16SD1e20.stdout.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T20\logs\B5e16SD1e20.stderr.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\_tmp_work\L400T20\B5e16SD1e20,.
L400T20,B1e17SD1e19,4.0e-5,2.0e-6,1.0e17,1.0e19,1.0e19,failed,1,54.358,101,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T20B1e17SD1e19_IdVd.csv,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T20B1e17SD1e19_IdVg.csv,101,0,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T20\logs\B1e17SD1e19.stdout.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T20\logs\B1e17SD1e19.stderr.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\_tmp_work\L400T20\B1e17SD1e19,.
L400T20,B1e17SD5e19,4.0e-5,2.0e-6,1.0e17,5.0e19,5.0e19,ok,0,160.029,303,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T20B1e17SD5e19_IdVd.csv,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T20B1e17SD5e19_IdVg.csv,101,202,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T20\logs\B1e17SD5e19.stdout.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T20\logs\B1e17SD5e19.stderr.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\_tmp_work\L400T20\B1e17SD5e19,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\final_fields\L400T20B1e17SD5e19_final.dat
L400T20,B1e17SD1e20,4.0e-5,2.0e-6,1.0e17,1.0e20,1.0e20,ok,0,191.944,303,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T20B1e17SD1e20_IdVd.csv,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T20B1e17SD1e20_IdVg.csv,101,202,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T20\logs\B1e17SD1e20.stdout.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T20\logs\B1e17SD1e20.stderr.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\_tmp_work\L400T20\B1e17SD1e20,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\final_fields\L400T20B1e17SD1e20_final.dat
L400T30,B1e16SD1e19,4.0e-5,3.0e-6,1.0e16,1.0e19,1.0e19,ok,0,175.994,303,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T30B1e16SD1e19_IdVd.csv,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T30B1e16SD1e19_IdVg.csv,101,202,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T30\logs\B1e16SD1e19.stdout.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T30\logs\B1e16SD1e19.stderr.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\_tmp_work\L400T30\B1e16SD1e19,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\final_fields\L400T30B1e16SD1e19_final.dat
L400T30,B1e16SD5e19,4.0e-5,3.0e-6,1.0e16,5.0e19,5.0e19,ok,0,147.890,303,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T30B1e16SD5e19_IdVd.csv,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T30B1e16SD5e19_IdVg.csv,101,202,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T30\logs\B1e16SD5e19.stdout.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T30\logs\B1e16SD5e19.stderr.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\_tmp_work\L400T30\B1e16SD5e19,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\final_fields\L400T30B1e16SD5e19_final.dat
L400T30,B1e16SD1e20,4.0e-5,3.0e-6,1.0e16,1.0e20,1.0e20,ok,0,163.905,303,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T30B1e16SD1e20_IdVd.csv,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T30B1e16SD1e20_IdVg.csv,101,202,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T30\logs\B1e16SD1e20.stdout.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T30\logs\B1e16SD1e20.stderr.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\_tmp_work\L400T30\B1e16SD1e20,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\final_fields\L400T30B1e16SD1e20_final.dat
L400T30,B5e16SD1e19,4.0e-5,3.0e-6,5.0e16,1.0e19,1.0e19,failed,1,49.969,101,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T30B5e16SD1e19_IdVd.csv,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T30B5e16SD1e19_IdVg.csv,101,0,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T30\logs\B5e16SD1e19.stdout.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T30\logs\B5e16SD1e19.stderr.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\_tmp_work\L400T30\B5e16SD1e19,.
L400T30,B5e16SD5e19,4.0e-5,3.0e-6,5.0e16,5.0e19,5.0e19,failed,1,53.943,101,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T30B5e16SD5e19_IdVd.csv,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T30B5e16SD5e19_IdVg.csv,101,0,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T30\logs\B5e16SD5e19.stdout.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T30\logs\B5e16SD5e19.stderr.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\_tmp_work\L400T30\B5e16SD5e19,.
L400T30,B5e16SD1e20,4.0e-5,3.0e-6,5.0e16,1.0e20,1.0e20,failed,1,50.396,101,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T30B5e16SD1e20_IdVd.csv,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T30B5e16SD1e20_IdVg.csv,101,0,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T30\logs\B5e16SD1e20.stdout.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T30\logs\B5e16SD1e20.stderr.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\_tmp_work\L400T30\B5e16SD1e20,.
L400T30,B1e17SD1e19,4.0e-5,3.0e-6,1.0e17,1.0e19,1.0e19,failed,1,51.054,101,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T30B1e17SD1e19_IdVd.csv,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T30B1e17SD1e19_IdVg.csv,101,0,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T30\logs\B1e17SD1e19.stdout.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T30\logs\B1e17SD1e19.stderr.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\_tmp_work\L400T30\B1e17SD1e19,.
L400T30,B1e17SD5e19,4.0e-5,3.0e-6,1.0e17,5.0e19,5.0e19,ok,0,219.998,377,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T30B1e17SD5e19_IdVd.csv,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T30B1e17SD5e19_IdVg.csv,101,276,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T30\logs\B1e17SD5e19.stdout.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T30\logs\B1e17SD5e19.stderr.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\_tmp_work\L400T30\B1e17SD5e19,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\final_fields\L400T30B1e17SD5e19_final.dat
L400T30,B1e17SD1e20,4.0e-5,3.0e-6,1.0e17,1.0e20,1.0e20,failed,1,754.214,1504,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T30B1e17SD1e20_IdVd.csv,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\dataset\L400T30B1e17SD1e20_IdVg.csv,120,1384,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T30\logs\B1e17SD1e20.stdout.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\L400T30\logs\B1e17SD1e20.stderr.log,C:\Users\T590\devsim_project\inverse-device-modeling\tcad\para_sweep\runs\_tmp_work\L400T30\B1e17SD1e20,.
